gi|10082022|gb|BE694862.1|	gi|665764302|pdb|4CXE|2	98.48	197	0	3	10	205	3774	3580	2e-91	  344	9986
gi|10082061|gb|BE694901.1|	gi|56369690|emb|CR725645.3|	97.20	214	2	4	1	212	483	694	8e-96	  359	99883
gi|10082250|gb|BE695090.1|	gi|485601478|pdb|3J3F|5	99.69	324	0	1	30	352	4467	4790	1e-165	  592	9606
gi|10082252|gb|BE695092.1|	gi|485601478|pdb|3J3F|5	99.72	352	0	1	19	369	1894	1543	0.0	  643	9606
gi|10082252|gb|BE695092.1|	gi|485601478|pdb|3J3F|5	97.70	87	2	0	397	483	4513	4599	1e-32	  150	9606
gi|10082255|gb|BE695095.1|	gi|657231524|pdb|1VWY|5	98.29	293	2	2	18	308	188	479	5e-141	  510	9823
gi|10082255|gb|BE695095.1|	gi|657231524|pdb|1VWY|5	97.67	172	2	2	331	500	3204	3375	5e-76	  294	9823
gi|10082257|gb|BE695097.1|	gi|485601478|pdb|3J3F|5	99.65	283	1	0	9	291	4508	4790	2e-143	  518	9606
gi|10082260|gb|BE695100.1|	gi|485601478|pdb|3J3F|5	99.64	278	1	0	240	517	4790	4513	2e-140	  508	9606
gi|10082268|gb|BE695108.1|	gi|545560934|ref|XR_297041.1|	99.65	283	1	0	268	550	469	751	9e-144	  520	9615
gi|10082271|gb|BE695111.1|	gi|20381044|gb|BC029276.1|	98.96	288	3	0	25	312	855	568	1e-142	  516	9606
gi|10082272|gb|BE695112.1|	gi|485601478|pdb|3J3F|5	99.06	320	3	0	8	327	4470	4789	1e-160	  575	9606
gi|10082277|gb|BE695117.1|	gi|485601478|pdb|3J3F|5	99.31	289	1	1	2	290	4503	4790	2e-144	  521	9606
gi|10082287|gb|BE695127.1|	gi|485601478|pdb|3J3F|5	99.38	324	2	0	21	344	4790	4467	2e-164	  588	9606
gi|10082288|gb|BE695128.1|	gi|485601478|pdb|3J3F|5	98.77	324	1	2	27	347	4467	4790	4e-160	  573	9606
gi|10082292|gb|BE695132.1|	gi|20381044|gb|BC029276.1|	100.00	288	0	0	32	319	568	855	7e-148	  532	9606
gi|10082293|gb|BE695133.1|	gi|288576528|dbj|AK347123.1|	95.88	194	6	2	1	193	348	156	6e-82	  313	9823
gi|10082297|gb|BE695137.1|	gi|485601478|pdb|3J3F|5	99.69	324	1	0	32	355	4467	4790	3e-166	  593	9606
gi|10084770|gb|BE697701.1|	gi|261858659|dbj|AB527688.1|	97.11	173	0	5	4	173	439	269	3e-74	  287	32630
gi|10087247|gb|BE699505.1|	gi|665764302|pdb|4CXE|2	100.00	116	0	0	17	132	4420	4535	9e-53	  215	9986
gi|10087254|gb|BE699512.1|	gi|657231524|pdb|1VWY|5	89.82	167	1	16	8	174	3316	3166	4e-48	  200	9823
gi|10087255|gb|BE699513.1|	gi|657231524|pdb|1VWY|5	93.14	175	3	9	13	182	3149	3319	1e-62	  248	9823
gi|10087257|gb|BE699515.1|	gi|387924694|gb|JX062016.1|	96.39	166	3	3	16	180	528	691	3e-69	  270	7868
gi|10087259|gb|BE699517.1|	gi|387924694|gb|JX062016.1|	100.00	134	0	0	1	134	558	691	9e-63	  248	7868
gi|10087260|gb|BE699518.1|	gi|657231524|pdb|1VWY|5	98.06	155	2	1	8	162	3319	3166	9e-69	  268	9823
gi|10087267|gb|BE699525.1|	gi|56369760|emb|CR731451.3|	98.63	146	1	1	9	154	707	563	2e-65	  257	99883
gi|10087331|gb|BE699589.1|	gi|371918627|dbj|AK399314.1|	97.22	144	0	4	10	153	430	569	2e-60	  241	9823
gi|10087335|gb|BE699593.1|	gi|657231524|pdb|1VWY|5	100.00	201	0	0	1	201	3391	3191	9e-100	  372	9823
gi|10087342|gb|BE699600.1|	gi|371918627|dbj|AK399314.1|	95.31	192	0	9	9	200	430	612	5e-77	  296	9823
gi|10087343|gb|BE699601.1|	gi|21675098|gb|BC034457.1|	95.21	167	0	8	1	167	506	348	2e-65	  257	10090
gi|10087348|gb|BE699606.1|	gi|20381044|gb|BC029276.1|	100.00	295	0	0	5	299	813	519	8e-152	  545	9606
gi|10087349|gb|BE699607.1|	gi|115553519|dbj|AK236722.1|	100.00	227	0	0	16	242	87	313	4e-114	  420	9823
gi|10087351|gb|BE699609.1|	gi|37590004|gb|BC008749.2|	99.37	318	1	1	1	317	1516	1199	1e-160	  575	9606
gi|10087352|gb|BE699610.1|	gi|115553519|dbj|AK236722.1|	99.63	267	0	1	3	269	48	313	4e-134	  486	9823
gi|10087360|gb|BE699618.1|	gi|657231524|pdb|1VWY|5	99.29	282	2	0	1	282	3477	3196	3e-141	  510	9823
gi|10087370|gb|BE699628.1|	gi|37590004|gb|BC008749.2|	99.37	318	1	1	1	317	1516	1199	1e-160	  575	9606
gi|10087570|gb|BE699828.1|	gi|21327817|gb|BC032050.1|	100.00	574	0	0	2	575	299	872	0.0	 1061	10090
gi|10090692|gb|BE702950.1|	gi|21675098|gb|BC034457.1|	97.84	139	3	0	1	139	324	462	2e-60	  241	10090
gi|10090699|gb|BE702957.1|	gi|21675098|gb|BC034457.1|	97.89	142	3	0	1	142	321	462	4e-62	  246	10090
gi|10095428|gb|BE707163.1|	gi|194390415|dbj|AK300199.1|	99.31	289	2	0	1	289	1722	1434	3e-145	  523	9606
gi|10096509|gb|BE708244.1|	gi|530402321|ref|XM_005266368.1|	97.41	193	5	0	64	256	761	953	7e-87	  329	9606
gi|10097042|gb|BE708777.1|	gi|657231524|pdb|1VWY|5	99.60	253	0	1	33	284	3455	3203	3e-126	  460	9823
gi|10097169|gb|BE708904.1|	gi|21675098|gb|BC034457.1|	98.11	264	1	4	27	286	580	317	4e-125	  457	10090
gi|10097390|gb|BE709125.1|	gi|20381044|gb|BC029276.1|	99.26	272	1	1	15	285	819	548	5e-135	  490	9606
gi|10097586|gb|BE709321.1|	gi|649152793|gb|KJ905842.1|	99.24	528	4	0	4	531	602	75	0.0	  953	32630
gi|10098811|gb|BE710546.1|	gi|657231524|pdb|1VWY|5	99.03	310	1	2	20	327	3513	3204	1e-154	  555	9823
gi|10098830|gb|BE710565.1|	gi|657231524|pdb|1VWY|5	98.98	295	1	2	10	302	3498	3204	3e-146	  527	9823
gi|10098887|gb|BE710622.1|	gi|657231524|pdb|1VWY|5	99.08	325	0	3	8	329	3184	3508	2e-162	  580	9823
gi|10098895|gb|BE710630.1|	gi|20381044|gb|BC029276.1|	99.18	488	1	2	1	485	333	820	0.0	  876	9606
gi|10099392|gb|BE711127.1|	gi|387924561|gb|JX061883.1|	93.94	99	2	4	48	146	614	708	4e-32	  147	7868
gi|10099631|gb|BE711366.1|	gi|288576528|dbj|AK347123.1|	92.34	222	7	9	7	226	129	342	3e-80	  307	9823
gi|10099635|gb|BE711370.1|	gi|371918627|dbj|AK399314.1|	95.33	150	3	4	12	161	442	587	9e-59	  235	9823
gi|10101524|gb|BE713350.1|	gi|392506193|gb|JQ182735.1|	99.69	645	1	1	4	647	22942	22298	0.0	 1179	1147148
gi|10101526|gb|BE713352.1|	gi|392506193|gb|JQ182735.1|	99.22	643	4	1	21	662	22942	22300	0.0	 1158	1147148
gi|10101527|gb|BE713353.1|	gi|392506193|gb|JQ182735.1|	98.97	677	3	4	2	674	22942	22266	0.0	 1208	1147148
gi|10102937|gb|BE714672.1|	gi|657231524|pdb|1VWY|5	98.94	283	1	2	7	289	3461	3181	1e-139	  505	9823
gi|10102940|gb|BE714675.1|	gi|371918627|dbj|AK399314.1|	96.41	362	13	0	1	362	691	330	3e-167	  597	9823
gi|10102946|gb|BE714681.1|	gi|665764302|pdb|4CXE|2	96.90	258	8	0	3	260	4675	4418	6e-118	  433	9986
gi|10102948|gb|BE714683.1|	gi|60893759|gb|AY942936.1|	88.78	294	33	0	9	302	122	415	3e-96	  361	9606
gi|10102949|gb|BE714684.1|	gi|657231524|pdb|1VWY|5	97.03	303	9	0	227	529	3074	3376	5e-141	  510	9823
gi|10102955|gb|BE714690.1|	gi|657231524|pdb|1VWY|5	98.67	301	4	0	17	317	3161	3461	2e-148	  534	9823
gi|10102996|gb|BE714731.1|	gi|288576528|dbj|AK347123.1|	95.24	294	12	1	14	305	70	363	2e-127	  464	9823
gi|10102997|gb|BE714732.1|	gi|288576528|dbj|AK347123.1|	96.60	265	8	1	1	265	352	89	1e-119	  438	9823
gi|10103027|gb|BE714762.1|	gi|657231524|pdb|1VWY|5	97.10	138	4	0	6	143	3341	3204	3e-58	  233	9823
gi|10103035|gb|BE714770.1|	gi|21675098|gb|BC034457.1|	99.25	266	2	0	9	274	507	242	2e-132	  481	10090
gi|10103056|gb|BE714791.1|	gi|657231524|pdb|1VWY|5	98.81	420	5	0	10	429	3461	3042	0.0	  749	9823
gi|10107697|gb|BE719432.1|	gi|657231524|pdb|1VWY|5	90.65	214	14	6	30	242	3469	3261	7e-72	  279	9823
gi|10141147|gb|BE727155.1|	gi|262331543|ref|NM_002520.6|	94.64	840	12	32	1	816	195	1025	0.0	 1271	9606
gi|10141636|gb|BE727644.1|	gi|649099901|gb|KJ891146.1|	94.41	877	9	39	1	837	83	959	0.0	 1312	32630
gi|10142362|gb|BE728370.1|	gi|146327155|gb|BC141832.1|	95.98	473	3	15	1	469	22	482	0.0	  754	9606
gi|10143017|gb|BE729025.1|	gi|346708295|dbj|AK378450.1|	99.42	691	1	3	1	688	1131	1821	0.0	 1253	7091
gi|10143133|gb|BE729141.1|	gi|525343596|ref|NM_001278792.1|	99.46	739	3	1	1	739	390	1127	0.0	 1341	9606
gi|10143898|gb|BE729906.1|	gi|262331543|ref|NM_002520.6|	95.80	833	12	22	1	810	193	1025	0.0	 1323	9606
gi|10143931|gb|BE729939.1|	gi|578830524|ref|XR_429872.1|	95.33	792	21	15	1	789	536	1314	0.0	 1247	9606
gi|10144185|gb|BE730193.1|	gi|262331549|ref|NM_001037738.2|	95.99	798	9	23	42	816	164	961	0.0	 1275	9606
gi|10144213|gb|BE730221.1|	gi|34782890|gb|BC007489.2|	98.27	692	3	9	36	723	1	687	0.0	 1203	9606
gi|10144446|gb|BE730545.1|	gi|525343567|ref|NM_002914.4|	99.07	753	0	7	37	783	70	821	0.0	 1345	9606
gi|10144547|gb|BE730453.1|	gi|525343567|ref|NM_002914.4|	95.23	965	20	26	31	976	70	1027	0.0	 1504	9606
gi|10144556|gb|BE730462.1|	gi|35219|emb|X52104.1|	89.86	720	38	31	177	888	491	1183	0.0	  893	9606
gi|10144587|gb|BE730493.1|	gi|325053650|ref|NM_002803.3|	96.99	863	8	17	28	873	130	991	0.0	 1435	9606
gi|10144688|gb|BE730696.1|	gi|578800100|ref|XR_426640.1|	97.27	732	6	14	1	730	178	897	0.0	 1229	9606
gi|10144973|gb|BE730981.1|	gi|530381065|ref|XM_005265920.1|	95.67	808	17	18	1	792	291	1096	0.0	 1282	9606
gi|10145077|gb|BE731097.1|	gi|169881236|ref|NM_007126.3|	99.70	666	1	1	1	665	666	1331	0.0	 1218	9606
gi|10145583|gb|BE731591.1|	gi|169881236|ref|NM_007126.3|	97.20	715	6	13	1	713	666	1368	0.0	 1197	9606
gi|10145906|gb|BE731914.1|	gi|578834137|ref|XM_006723090.1|	98.02	607	0	12	1	598	2262	2865	0.0	 1044	9606
gi|10146151|gb|BE732159.1|	gi|40787645|gb|BC064908.1|	100.00	484	0	0	1	484	21	504	0.0	  894	9606
gi|10146707|gb|BE732715.1|	gi|169881236|ref|NM_007126.3|	98.93	746	3	5	1	742	669	1413	0.0	 1328	9606
gi|10146720|gb|BE732728.1|	gi|525343556|ref|NM_181471.2|	94.58	959	30	22	1	952	128	1071	0.0	 1463	9606
gi|10146810|gb|BE732818.1|	gi|45006969|ref|NM_001938.2|	96.97	825	7	18	1	808	17	840	0.0	 1369	9606
gi|1014728|gb|H61896.1|	gi|45439321|ref|NM_005729.3|	98.55	345	1	4	1	344	471	812	1e-170	  608	9606
gi|10147938|gb|BE733946.1|	gi|649102560|gb|KJ891920.1|	97.53	810	11	9	1	805	66	871	0.0	 1376	32630
gi|10148055|gb|BE734063.1|	gi|578846545|ref|XM_006726762.1|	100.00	28	0	0	1	28	150	123	0.011	52.8	9606
gi|10149078|gb|BE734983.1|	gi|262331549|ref|NM_001037738.2|	95.50	844	15	23	38	861	164	1004	0.0	 1327	9606
gi|10149589|gb|BE735597.1|	gi|71284430|ref|NM_001018.3|	98.64	513	1	6	1	513	23	529	0.0	  904	9606
gi|10150157|gb|BE736165.1|	gi|146327155|gb|BC141832.1|	100.00	456	0	0	1	456	21	476	0.0	  843	9606
gi|10150423|gb|BE736431.1|	gi|133987588|ref|NM_002804.4|	97.47	791	11	8	3	786	765	1553	0.0	 1341	9606
gi|10150446|gb|BE736454.1|	gi|296434039|emb|FP236383.15|	92.30	766	19	38	1	755	135114	134378	0.0	 1051	9606
gi|10150446|gb|BE736454.1|	gi|296434039|emb|FP236383.15|	92.17	766	21	38	1	755	90883	90146	0.0	 1046	9606
gi|10150481|gb|BE736489.1|	gi|578814486|ref|XM_006716080.1|	96.93	848	6	20	1	834	270	1111	0.0	 1404	9606
gi|10151457|gb|BE737465.1|	gi|485601478|pdb|3J3F|5	94.36	390	5	16	28	410	4415	4794	1e-162	  582	9606
gi|10152574|gb|BE738582.1|	gi|262331543|ref|NM_002520.6|	95.69	927	24	16	2	922	1398	482	0.0	 1476	9606
gi|10152639|gb|BE738647.1|	gi|578798586|ref|XM_006710433.1|	94.48	851	16	28	1	848	1761	939	0.0	 1282	9606
gi|10153176|gb|BE739184.1|	gi|71772514|ref|NM_001025.4|	97.77	403	5	4	1	403	47	445	0.0	  691	9606
gi|10153779|gb|BE739787.1|	gi|262331549|ref|NM_001037738.2|	97.88	565	5	7	2	564	1301	742	0.0	  970	9606
gi|10155296|gb|BE741304.1|	gi|325053650|ref|NM_002803.3|	99.14	699	2	4	1	698	150	845	0.0	 1256	9606
gi|10155642|gb|BE741650.1|	gi|578798586|ref|XM_006710433.1|	98.40	749	2	9	1	744	896	1639	0.0	 1308	9606
gi|10155718|gb|BE741726.1|	gi|301030820|gb|GU170215.1|	96.28	888	5	25	4	863	1669	2556	0.0	 1434	9606
gi|10155836|gb|BE741844.1|	gi|45439321|ref|NM_005729.3|	98.84	692	3	5	18	709	459	1145	0.0	 1229	9606
gi|10156644|gb|BE742652.1|	gi|146327155|gb|BC141832.1|	99.79	469	1	0	1	469	7	475	0.0	  861	9606
gi|10156652|gb|BE742660.1|	gi|158259770|dbj|AK289374.1|	98.79	746	3	6	1	741	40	784	0.0	 1323	9606
gi|10157028|gb|BE742938.1|	gi|530381065|ref|XM_005265920.1|	95.46	815	14	22	6	801	239	1049	0.0	 1279	9606
gi|10157032|gb|BE742942.1|	gi|649102560|gb|KJ891920.1|	93.87	930	23	34	1	920	272	1177	0.0	 1373	32630
gi|10157646|gb|BE743654.1|	gi|325053650|ref|NM_002803.3|	99.27	689	1	4	1	685	158	846	0.0	 1242	9606
gi|10157926|gb|BE743934.1|	gi|530399625|ref|XM_005268581.1|	99.57	702	1	2	1	700	1249	1950	0.0	 1279	9606
gi|10158395|gb|BE744403.1|	gi|530421856|ref|XM_005262317.1|	97.92	771	3	13	1	759	5916	6685	0.0	 1325	9606
gi|10158616|gb|BE744624.1|	gi|649102563|gb|KJ891921.1|	99.34	610	0	4	1	606	542	1151	0.0	 1101	32630
gi|10158706|gb|BE744714.1|	gi|525343556|ref|NM_181471.2|	97.17	847	16	8	1	841	110	954	0.0	 1424	9606
gi|10160316|gb|BE746324.1|	gi|578823204|ref|XM_006719201.1|	99.22	638	4	1	1	638	1127	1763	0.0	 1151	9606
gi|10161318|gb|BE747326.1|	gi|13325286|gb|BC004458.1|	97.82	873	4	14	1	858	918	1790	0.0	 1493	9606
gi|10161899|gb|BE747907.1|	gi|346708295|dbj|AK378450.1|	98.75	797	2	8	36	827	1007	1800	0.0	 1410	7091
gi|10162020|gb|BE748028.1|	gi|34528022|dbj|AK122825.1|	90.74	691	51	13	1	683	1531	2216	0.0	  909	9606
gi|10162521|gb|BE748529.1|	gi|578798586|ref|XM_006710433.1|	96.71	821	16	11	1	818	1761	949	0.0	 1356	9606
gi|10162528|gb|BE748536.1|	gi|578798586|ref|XM_006710433.1|	95.05	767	19	18	18	783	1744	996	0.0	 1188	9606
gi|10162567|gb|BE748575.1|	gi|262331543|ref|NM_002520.6|	94.46	867	25	22	1	849	1376	515	0.0	 1314	9606
gi|10162672|gb|BE748680.1|	gi|262331543|ref|NM_002520.6|	97.21	896	12	12	35	922	1372	482	0.0	 1504	9606
gi|10162681|gb|BE748689.1|	gi|16877098|gb|BC016824.1|	96.88	896	11	16	1	883	1229	338	0.0	 1483	9606
gi|10162785|gb|BE748793.1|	gi|16877098|gb|BC016824.1|	98.04	818	6	10	1	813	1248	436	0.0	 1413	9606
gi|10162834|gb|BE748842.1|	gi|262331543|ref|NM_002520.6|	97.62	842	7	13	18	847	1379	539	0.0	 1432	9606
gi|10162850|gb|BE748858.1|	gi|262331543|ref|NM_002520.6|	97.98	841	5	11	1	830	1397	558	0.0	 1448	9606
gi|10162852|gb|BE748860.1|	gi|262331543|ref|NM_002520.6|	99.55	666	0	3	1	663	1374	709	0.0	 1210	9606
gi|10162898|gb|BE748906.1|	gi|16877098|gb|BC016824.1|	95.25	927	29	15	2	921	1252	334	0.0	 1454	9606
gi|10193399|gb|BE763475.1|	gi|288576528|dbj|AK347123.1|	100.00	231	0	0	27	257	376	146	3e-116	  427	9823
gi|10193758|gb|BE763834.1|	gi|371918627|dbj|AK399314.1|	91.44	187	13	3	18	203	596	412	5e-64	  254	9823
gi|10193772|gb|BE763848.1|	gi|657231524|pdb|1VWY|5	100.00	240	0	0	1	240	3424	3185	2e-121	  444	9823
gi|10193979|gb|BE764055.1|	gi|657231524|pdb|1VWY|5	97.73	176	0	4	25	196	3203	3378	4e-78	  300	9823
gi|10193992|gb|BE764068.1|	gi|657231524|pdb|1VWY|5	97.87	282	3	3	27	305	3491	3210	2e-133	  484	9823
gi|10194940|gb|BE765107.1|	gi|657231524|pdb|1VWY|5	100.00	288	0	0	8	295	3497	3210	6e-148	  532	9823
gi|10196691|gb|BE766767.1|	gi|45439321|ref|NM_005729.3|	99.44	354	1	1	1	353	863	510	1e-180	  641	9606
gi|10196714|gb|BE766790.1|	gi|657231524|pdb|1VWY|5	93.06	245	0	13	1	228	3387	3143	1e-90	  342	9823
gi|10196714|gb|BE766790.1|	gi|657231524|pdb|1VWY|5	96.77	62	2	0	323	384	2962	2901	7e-19	  104	9823
gi|10196754|gb|BE766830.1|	gi|288576528|dbj|AK347123.1|	98.22	225	0	4	10	232	87	309	3e-105	  390	9823
gi|10196755|gb|BE766831.1|	gi|23915580|gb|AC079005.9|	100.00	302	0	0	290	591	66805	66504	2e-155	  558	9606
gi|10196761|gb|BE766837.1|	gi|371918627|dbj|AK399314.1|	100.00	258	0	0	23	280	700	443	3e-131	  477	9823
gi|10196793|gb|BE766869.1|	gi|657231524|pdb|1VWY|5	99.22	256	1	1	19	274	3458	3204	3e-126	  460	9823
gi|10196798|gb|BE766874.1|	gi|657231524|pdb|1VWY|5	99.53	213	0	1	28	240	3250	3461	4e-104	  387	9823
gi|10196808|gb|BE766884.1|	gi|371918627|dbj|AK399314.1|	99.10	335	2	1	19	352	366	700	2e-168	  601	9823
gi|10198685|gb|BE777487.1|	gi|262331549|ref|NM_001037738.2|	94.50	746	18	19	1	729	170	909	0.0	 1129	9606
gi|10199032|gb|BE777834.1|	gi|57863256|ref|NM_030752.2|	96.50	715	4	21	1	694	127	841	0.0	 1162	9606
gi|10199131|gb|BE777933.1|	gi|40787645|gb|BC064908.1|	99.61	518	2	0	1	518	10	527	0.0	  946	9606
gi|10200630|gb|BE779432.1|	gi|530363630|ref|XR_246307.1|	98.90	634	4	3	1	633	296	927	0.0	 1129	9606
gi|10201739|gb|BE780541.1|	gi|158256419|dbj|AK291494.1|	97.00	701	14	7	1	696	125	823	0.0	 1171	9606
gi|10202722|gb|BE781524.1|	gi|158259770|dbj|AK289374.1|	99.53	634	3	0	1	634	23	656	0.0	 1155	9606
gi|10203629|gb|BE782431.1|	gi|262331549|ref|NM_001037738.2|	96.07	788	6	23	1	764	174	960	0.0	 1260	9606
gi|10203757|gb|BE782559.1|	gi|262331549|ref|NM_001037738.2|	95.89	779	12	18	1	763	186	960	0.0	 1243	9606
gi|10205216|gb|BE784018.1|	gi|262331549|ref|NM_001037738.2|	94.71	813	14	27	1	789	180	987	0.0	 1236	9606
gi|10205449|gb|BE784251.1|	gi|525343556|ref|NM_181471.2|	96.23	769	14	15	1	761	116	877	0.0	 1247	9606
gi|10205850|gb|BE784652.1|	gi|262331543|ref|NM_002520.6|	97.93	726	4	10	1	715	409	1134	0.0	 1247	9606
gi|10206273|gb|BE785075.1|	gi|57863256|ref|NM_030752.2|	92.83	600	17	26	1	598	145	720	0.0	  846	9606
gi|10207509|gb|BE786311.1|	gi|77415475|gb|BC105810.1|	100.00	484	0	0	5	488	23	506	0.0	  894	9606
gi|10208017|gb|BE786819.1|	gi|262331549|ref|NM_001037738.2|	96.09	793	13	17	1	776	180	971	0.0	 1277	9606
gi|10208436|gb|BE787238.1|	gi|578831353|ref|XM_006722061.1|	92.17	281	0	10	1	261	2083	2361	3e-101	  377	9606
gi|10208494|gb|BE787296.1|	gi|397513196|ref|XM_003826860.1|	94.25	765	38	6	1	762	276	1037	0.0	 1164	9597
gi|10208562|gb|BE787442.1|	gi|578798586|ref|XM_006710433.1|	99.71	683	0	2	1	682	1125	1806	0.0	 1249	9606
gi|10208775|gb|BE787577.1|	gi|649099901|gb|KJ891146.1|	95.38	823	10	28	1	802	427	1242	0.0	 1284	32630
gi|10209099|gb|BE787901.1|	gi|262331549|ref|NM_001037738.2|	97.61	710	4	13	1	700	171	877	0.0	 1205	9606
gi|10209333|gb|BE788135.1|	gi|4378530|gb|AF106697.1|AF106697	93.37	814	20	33	1	790	205	1008	0.0	 1173	9606
gi|10210171|gb|BE788973.1|	gi|262331549|ref|NM_001037738.2|	97.39	727	9	9	1	722	195	916	0.0	 1229	9606
gi|10210177|gb|BE788979.1|	gi|397523266|ref|XM_003831610.1|	96.02	704	15	12	1	701	987	1680	0.0	 1133	9597
gi|10210327|gb|BE789129.1|	gi|168277891|dbj|AB385068.1|	96.63	771	16	10	1	770	378	1139	0.0	 1271	32630
gi|10210355|gb|BE789157.1|	gi|40787645|gb|BC064908.1|	99.03	517	4	1	1	517	21	536	0.0	  926	9606
gi|10210463|gb|BE789265.1|	gi|262331549|ref|NM_001037738.2|	94.93	749	16	20	1	729	198	944	0.0	 1153	9606
gi|10210479|gb|BE789281.1|	gi|649102560|gb|KJ891920.1|	93.33	750	19	29	80	814	354	1087	0.0	 1079	32630
gi|10210479|gb|BE789281.1|	gi|649102560|gb|KJ891920.1|	97.14	70	2	0	12	81	66	135	6e-23	  119	32630
gi|10210738|gb|BE789540.1|	gi|169881236|ref|NM_007126.3|	94.08	743	18	26	1	730	996	1725	0.0	 1105	9606
gi|10211245|gb|BE790047.1|	gi|158259770|dbj|AK289374.1|	98.71	544	1	6	1	544	33	570	0.0	  961	9606
gi|10211615|gb|BE790417.1|	gi|158256419|dbj|AK291494.1|	95.61	820	17	16	1	809	369	1180	0.0	 1297	9606
gi|10211811|gb|BE790613.1|	gi|40787645|gb|BC064908.1|	98.78	493	5	1	1	493	21	512	0.0	  876	9606
gi|10212080|gb|BE790882.1|	gi|649135840|gb|KJ901443.1|	100.00	672	0	0	1	672	1038	1709	0.0	 1242	32630
gi|10212094|gb|BE790896.1|	gi|649118769|gb|KJ896835.1|	97.34	752	5	14	81	817	685	1436	0.0	 1264	32630
gi|10212094|gb|BE790896.1|	gi|649118769|gb|KJ896835.1|	100.00	48	0	0	40	87	62	109	5e-14	89.8	32630
gi|10212573|gb|BE791375.1|	gi|649102563|gb|KJ891921.1|	94.96	892	27	17	1	884	464	1345	0.0	 1382	32630
gi|10212667|gb|BE791469.1|	gi|649102563|gb|KJ891921.1|	99.18	731	2	4	1	727	465	1195	0.0	 1314	32630
gi|10212940|gb|BE791742.1|	gi|649118769|gb|KJ896835.1|	95.64	871	16	21	1	861	676	1534	0.0	 1378	32630
gi|10212971|gb|BE791773.1|	gi|578837321|ref|XM_006724289.1|	98.70	690	3	6	1	688	1220	1905	0.0	 1219	9606
gi|10213292|gb|BE792094.1|	gi|649102563|gb|KJ891921.1|	95.42	939	27	16	1	928	138	1071	0.0	 1482	32630
gi|10213434|gb|BE792236.1|	gi|649102560|gb|KJ891920.1|	97.56	614	4	11	1	612	373	977	0.0	 1040	32630
gi|10213659|gb|BE792461.1|	gi|169881236|ref|NM_007126.3|	97.21	861	4	18	2	843	512	1371	0.0	 1439	9606
gi|10213958|gb|BE792760.1|	gi|187951500|gb|BC136564.1|	99.40	833	2	3	1	833	55	884	0.0	 1507	9606
gi|10214075|gb|BE792877.1|	gi|578798586|ref|XM_006710433.1|	98.22	785	0	14	1	773	864	1646	0.0	 1360	9606
gi|10214637|gb|BE793439.1|	gi|158256419|dbj|AK291494.1|	98.98	783	2	6	1	778	39	820	0.0	 1397	9606
gi|10214685|gb|BE793578.1|	gi|146327155|gb|BC141832.1|	99.56	457	0	2	1	455	22	478	0.0	  832	9606
gi|10214703|gb|BE793596.1|	gi|45439321|ref|NM_005729.3|	98.58	774	1	10	1	769	68	836	0.0	 1360	9606
gi|10215177|gb|BE793979.1|	gi|40787645|gb|BC064908.1|	99.39	491	3	0	1	491	21	511	0.0	  891	9606
gi|10215691|gb|BE794493.1|	gi|426386456|ref|XM_004059653.1|	98.99	595	4	2	1	594	11	604	0.0	 1064	9595
